category,clause,include,reason,occurrences
immigrant,for legalization for all undocumented migrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",2
immigrant,for legislators to support measures that restrict how local and state police collaborate with federal immigration authorities,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for local and state officals to stop cooperating with ICE and end all local-federal collaborations that enable deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for making CSU campuses a sanctuary from ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for making Tallahassee a sanctuary city for migrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for mass deportation,0,"Supports mass deportation, ICE, or expansion of ICE detention; opposing direction.",1
immigrant,for migrant farm workers rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for migrant protection,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",123
immigrant,for migrant rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for migrant workers and their families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for more humanity in the immigration system,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for more state support for legal services for migrants facing deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for moving court hearings online in order to prevent ICE abductions,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for no ICE on campus,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for offering immigrant families support,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for passage of state legislation that would stop law enforcement from working with ICE and Border Patrol,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"for passing the proposed Building Up Immigrant Legal Defense Act (BUILD Act, A2689/S4538) by New York's state legislature",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for peace and nonviolence in Los Angeles amidst the ICE raids and anti-ICE protests,0,Ambiguous/indirect claim without explicit immigrant rights/protection or opposition to immigration enforcement.,1
immigrant,for policies at University of Vermont to protect immigrant and LGBTQ+ students and workers,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for pressuring Amazon to withdraw cooperation with ICE and the Department of Homeland Security,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for pressuring Avelo Airlines to stop cooperating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,for pressuring Home Depot to actively resist ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for pressuring Home Depot to resist ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",6
immigrant,for pressuring Key Lime Air to cease cooperation with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",8
immigrant,for protecting immigrant communities and demanding family unity,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protecting immigrant families from deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for protecting immigrant neighbors from ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"for protecting labor rights, unions, and immigrants",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",999
immigrant,"for protecting the right of all children, regardless of immigration status, to receive an education",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protecting the rights of immigrants and workers,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protection for immigrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",3
immigrant,for protection for immigrants on Duke campus,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protection from national deportation mandates,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for protection of immigrant communities in Wisconsin,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",18
immigrant,for protection of immigrant rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protection of immigrants's rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protections for immigrant students,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protections for immigrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",2
immigrant,for protections for immigrants in New Jersey,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for protections from immigration raids,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for providing sanctuary to immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for release of all ICE immigrant detainees,1,Seeks release from immigration detention.,1
immigrant,for release of around 200 Iranian Christians detained by ICE,1,Seeks release from immigration detention.,1
immigrant,for release of those taken by ICE,1,Seeks release from immigration detention.,1
immigrant,for relocating taxpayer funds to SNAP instead of ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for remembering those captured by ICE,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,for remembering those taken by ICE,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,"for reproductive rights, immigrants' rights",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",2
immigrant,for requiring ICE agents to present identificationand  requiring warrants to interview or remove students,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for revoking ICE permit,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for rights of asylum,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",2
immigrant,for rule of law with immigration,0,Rule of law could favor enforcement or immigrant due process; direction unspecified.,1
immigrant,for safety for immigrant students and their families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",2
immigrant,for showing support to immigrants during scheduled check-ins,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for solidarity with families affected by recent ICE raids,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,for solidarity with immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",5
immigrant,for solidarity with people and immigrants in LA,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for state legislation that would bar state and local law enforcement from cooperating with ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for state legislation that would guarantee right to legal counsel for New Yorkers in deportation proceedings,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for state legislation to help protect immigrants against deportations,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,for state legislation to make Massachusetts a sanctuary state for migrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for state legislation to protect immigrants' rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for stopping ICE raids,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,"for stopping the attacks on immigrants, Black, indigenous, trans people, and all our communities",1,"Opposes targeting, mistreatment, exclusion, detention, or immigration enforcement affecting immigrants/migrants.",907
immigrant,for support of families and individuals during their immigration check-ins,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,"for supporting  Noe Guerrero, a local construction worker arrested by U.S. Immigration and Customs Enforcement (ICE)",1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,for supporting  of Des Moines Public Schools Superintendent Dr. Ian Roberts that was arrested by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,for supporting 56 immigrants during mandatory annual check-ins,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for supporting a teenager who was detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,for supporting immigrant neighbors,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for supporting immigrant rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for supporting immigrant students and their families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for supporting immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",4
immigrant,for the Skokie Village Board to amend village code to ensure ICE agents cannot use village owned property for civil immigration enforcement,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the Sonoma County Sheriff to not cooperate with ICE officials looking to arrest undocumented immigrants,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the University of Northern Texas to protect its immigrants students,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for the abolishment of ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the abolition of ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",2
immigrant,for the closure of Folkston ICE processing center,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the health of Riccardo Aguayo Rodriguez after hospitalization from ICE,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,for the immediate release of Kilmar Abrego Garcia from immigration detention,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for the immediate release of President David Huerta and ICE out of LA,1,Seeks release from immigration detention.,1
immigrant,for the legalization of immigrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for the protection of educational rights for all students regardless of immigration status,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for the protection of immigrant families,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for the protection of immigrant neighbors from ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",29
immigrant,for the release by ICE of Vanhhatdy,1,Seeks release from immigration detention.,1
immigrant,for the release of Ayman Soliman by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of Ayman Soliman detained by ICE,1,Seeks release from immigration detention.,2
immigrant,for the release of Carlos Della Valle detained by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of Ian Roberts detained by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of Mahmoud Khalil and other immigrants detained by ICE,1,Seeks release from immigration detention.,1
immigrant,"for the release of Mahmoud Khalil, Rumeysa Ozturk, and all students targeted by ICE or DHS",1,Seeks release from immigration detention.,1
immigrant,for the release of Mamadou Mouctar Diallo from ICE Custody,1,Seeks release from immigration detention.,1
immigrant,"for the release of Maria ""Lulu"" Martinez from ICE detention",1,Seeks release from immigration detention.,1
immigrant,for the release of Maricela Aguilar from ICE detention,1,Seeks release from immigration detention.,1
immigrant,for the release of Miguel Angel Garcia Martinez who is accused of ramming ICE vehicle,0,Seeks release of a person accused of ramming an ICE vehicle; does not specify immigration detention or an immigrant-protection/anti-enforcement claim.,1
immigrant,for the release of Pascual Pedro detained by ICE,1,Seeks release from immigration detention.,3
immigrant,for the release of Rodney Taylor from ICE,1,Seeks release from immigration detention.,1
immigrant,"for the release of Rosmery Alvarado from ICE detention, who was arrested during a Green Card interview",1,Seeks release from immigration detention.,1
immigrant,for the release of Yolanda Magellón Perez who was wrongfully detained by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of detained family from ICE custody,1,Seeks release from immigration detention.,1
immigrant,"for the release of detained immigrants, including Jorge Luis",1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for the release of detained migrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for the release of hospital workers Alcibiades Lazaro Ramirez Gonzalez and Yannier Vazquez Hidalgo by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of immigrant Ayman Soliman,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,for the release of immigrants detained by ICE,1,Seeks release from immigration detention.,1
immigrant,for the release of mahmoud khalil and leqaa kordia from ice custody,1,Seeks release from immigration detention.,2
immigrant,for the removal of ICE from campuses,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the removal of ICE personnel recently depoloyed to Columbus and other parts of Ohio,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for the revocation of the Portland ICE building permit,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"for the rights of immigrants, workers, and veterans",1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,for the withdrawal of ICE personnel from Union Station,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,for transparency and accountability following the detention of approximately 60 factory workers in the Cato factory ICE raid happened in Oswego,1,"Demands accountability/transparency for ICE detention or enforcement, protecting those affected.",1
immigrant,for transparency and accountability following the detention of approximately 60 factory workers in the Cato factory ICE raid in Oswego,1,"Demands accountability/transparency for ICE detention or enforcement, protecting those affected.",94
immigrant,for transparency of ICE procedures,0,Generic agency transparency without an explicit immigrant-protection or anti-enforcement demand.,1
immigrant,for transperancy of ICE enforcement actions,0,Generic agency transparency without an explicit immigrant-protection or anti-enforcement demand.,1
immigrant,for warning the community about the consequences of Trumps agenda on immigrants and nonimmigrants,0,Ambiguous/indirect claim without explicit immigrant rights/protection or opposition to immigration enforcement.,1
immigrant,immigrants are welcome here,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,immigrants belong,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in an effort to stop an ICE raid as agents set up a staging area in Dodger Stadium,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in celebration of HSI cancelling its attendance plan at Towson U career fair' against ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in celebration of the release of pro-Palestine student protester Mahmoud Khalil after 104 days of ICE detention,1,Seeks release from immigration detention.,1
immigrant,in commemoration of Immigrant's Day,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,in commemoration of President Trump calling off a surge in immigration enforcement,0,Commemorates a halt to an enforcement surge without explicitly endorsing the halt or stating immigrant rights/protection.,1
immigrant,in honor of lives lost in ICE custody,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,in opposition to a raid by federal and local law officials (thought by protestors to be ICE agents) staged near the Las Quatras restraurant,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in protest of Avelo Airlines providing ICE with chartered flights,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,"in protest of ICE coming to California State University, Chico's career fair",1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in protest of ICE's tactic of arresting immigrants at their court hearings,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in protest of an ICE raid at the restaurant Buona Forchetta,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in protest of two arrests made by ICE inside a Milwaukee County courthouse,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in recognition of those who have been deported without due process under the Trump administration,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,in remembrance of all people killed by ICE,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,in remembrance of migrants killed trying to enter the United States,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",52
immigrant,in remembrance of the 111th World Day of Migrants and Refugees,0,"Commemoration, remembrance, heritage celebration, or wellbeing wish alone does not explicitly state immigrant rights/protection or opposition to enforcement.",1
immigrant,in slidarity with Ian Roberts detained by ICE,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in soldiarity with immigrant communities,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity of 2 Portland high schoolers detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with  Jorge Gonzalez Ochoa detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with 4 car wash workers detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with Cata Xochitl Santiago and others who have been detained in mass immigration raids,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with ICE detainees,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with Ian Roberts detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,"in solidarity with Judge Dugan, who allegedly assisted an immigrant evade ICE",0,Solidarity with a judge allegedly helping someone evade ICE; immigrant-protection or anti-enforcement demand not explicit.,1
immigrant,in solidarity with Los Angeles anti-ICE protesters,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,20
immigrant,in solidarity with Los Angeles anti-ice protests,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with Palestine and people abducted by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with Subramanyam Vedam detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with United States immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with anti-ICE protests in Los Angeles,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with at- risk neighbors and businesses suffering from ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with classmate Kevin who was detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with classmates who were recently taken by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with immigrant communities,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",2
immigrant,in solidarity with immigrant communities in Pennsylvania,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrant families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrant rights activist Alejandro Orellana,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,in solidarity with immigrant rights activist Verita Topete,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,in solidarity with immigrant rights activists,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,in solidarity with immigrant students,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrant women,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",65
immigrant,in solidarity with immigrants and seafarers,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrants and undocumented people,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrants in immigration hearings,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigrants refugees and asylum seekers,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,in solidarity with immigration communities,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with immigration protests in Los Angeles,0,Solidarity with immigration protests without a stated directional position.,1
immigrant,in solidarity with individuals targeted by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with migrant day laborers,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with migrant detainees,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",12
immigrant,"in solidarity with the Palestinian resistance, immigrants, and Black people",1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with the anti-ICE demonstrations in LA,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,10
immigrant,in solidarity with the anti-ICE protests in Los Angeles,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with the ongoing anti-ICE protests in Los Angeles,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,4
immigrant,in solidarity with those abducted by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidarity with those affected by federal immigration sweeps,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in solidarity with those impacted by ICE detentions,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in solidiarity with Los Angeles anti-ICE protests,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,in support of Benjamin Marcelo Guerrero Cruz detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,"in support of Carlos, an immigrant summoned to appear at the ICE office in Burlington after filing a law suit against ICE",1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of Donald Trump's immigration policies,0,Ambiguous/indirect claim without explicit immigrant rights/protection or opposition to immigration enforcement.,4
immigrant,in support of Dr Ian Roberts arrested by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of Guillermo Medina Reyes at his ICE appointment,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of ICE,0,"Supports mass deportation, ICE, or expansion of ICE detention; opposing direction.",4
immigrant,in support of ICE workers and the agency,0,"Supports mass deportation, ICE, or expansion of ICE detention; opposing direction.",1
immigrant,in support of ICe,0,"Supports mass deportation, ICE, or expansion of ICE detention; opposing direction.",1
immigrant,in support of Juan De La Cruz during his check in at the St. Albans ICE office,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of McIver and Newark Mayor Ras Baraka's efforts to close the ICE detention center at Delaney Hall,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of President Trump's immigration policies,0,Ambiguous/indirect claim without explicit immigrant rights/protection or opposition to immigration enforcement.,2
immigrant,in support of South East Asian immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in support of US veteran Zahid Chaudhry facing deportation,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,in support of Wuendy Bernardo at her ICE appointment,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of a resolution by the Dauphin County Commissioners that would prevent county employees from collaborating with federal immigration enforcement,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of immigrant families,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in support of immigrant rights,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,in support of immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",10
immigrant,in support of president Trump's immigration policies,0,Ambiguous/indirect claim without explicit immigrant rights/protection or opposition to immigration enforcement.,1
immigrant,in support of pro-Palestinian activists threatened with deportation in the US,1,"Opposes deportation or supports protection, due process, or solidarity for people facing deportation.",1
immigrant,in support of the Latino and immigrant community,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in support of the Worcester Woman who was detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of the construction of a new ICE detention facility in the Florida Everglades called Alligator Alcatraz,0,"Supports mass deportation, ICE, or expansion of ICE detention; opposing direction.",1
immigrant,in support of the immigrant community,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in support of the immigrant community at Boston University,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
immigrant,in support of those being held by ICE at the Butler County Jail,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,in support of three Sackets Harbor Central School District children who were removed from their home and detained by ICE,1,Supports people targeted/detained by immigration authorities or explicitly anti-ICE mobilization/protections.,1
immigrant,protection for immigrants,1,"Explicitly supports immigrant/migrant rights, legal safeguards, asylum, or protection.",1
immigrant,protest inhumane detention conditions at the ICE Dallas Field Office during an extreme summer heatwave,1,"Opposes ICE/CBP, enforcement/raids/detention, or institutional cooperation, recruitment, presence, funding, or expansion.",1
immigrant,solidarity with immigrants,1,"Supports immigrant/migrant communities, their wellbeing and inclusion, humane policy, or solidarity.",1
